Taxon Name,L001-001-981789527_S1,L001-002-232189519_S2,L001-003-981791405_S3,L001-004-981791340_S4,L001-005-232196117_S5,L001-006-232196145_S6,L001-007-232196139_S7,L001-012-NTC-RPIP-LT001_S12
Pseudomonas sp. ACM7,,0.3340707,,,,,,
Acinetobacter sp. ANC 5318,,0.3340707,,,,,,
Candidatus Rokubacteria bacterium,,0.3340707,,,,,,
Pseudomonas sp. S06B 330,,0.3340707,,,,,,
Pediacus major,,0.3340707,,,,,,
Pseudomonas sp. HMWF006,,0.3340707,,,,,,
Pseudomonas sp. YY-1,,0.3340707,,,,,,
Pseudomonas sp. QC2,,0.3340707,,,,,,
Microbacterium halophytorum,,0.3340707,,,,,,
Agrococcus sp. SGAir0287,,0.3340707,,,,,,
Pseudomonas sp. GP01-A4,,0.3340707,,,,,,
Pseudomonas sp. FW215-L2,,0.3340707,,,,,,
Pseudomonas sp. FW301-21B01,,0.3340707,,,,,,
Pseudomonas sp. FW305-130,,0.3340707,,,,,,
Pseudomonas sp. FW306-2-11AC,,0.3340707,,,,,,
Pseudomonas sp. DP16D-R1,,0.3340707,,,,,,
Corynebacterium senegalense,,0.3340707,0.132151,,,,,
Pseudomonas sp. LG1D9,,0.3340707,,,,,,
Solimonas fluminis,,0.3340707,,,,,,
Ardenticatenia bacterium,,0.3340707,,,,,,
Pseudomonas sp. OV081,,0.3340707,,,,,,
Pseudomonas sp. OV144,,0.3340707,,,,,,
Pseudomonas sp. OV226,,0.3340707,,,,,,
Pseudomonas sp. OV529,,0.3340707,,,,,,
Pseudomonas sp. SXM-1,,0.3340707,,,,,,
Candidatus Nanogingivalis gingivitcus,,0.3340707,,,,,,
Escherichia phage vB_EcoM-Ro157c2YLVW,,0.3340707,,,,,,
Pseudomonas sp. 443,,0.3340707,,,,,,
Candidatus Nitrotoga sp. CP45,,0.3340707,,,,,,
Marinobacter bohaiensis,,0.3340707,,,,,,
Pseudomonas huaxiensis,,0.3340707,,,,,,
Leifsonia sp. ku-ls,,0.3340707,,,,,,
Streptococcus sp. BCA20,,0.3340707,,,,,,
Acinetobacter sp. SWAC57,,0.3340707,,,,,,
Flexivirga caeni,,0.3340707,,,,,,
Amanita brunneostrobilipes,,0.3340707,,,,,,
Maribellus luteus,,0.3340707,0.132151,,,,,
Sinirhodobacter populi,,0.3340707,,,,,,
Acinetobacter sp. WCHAc060012,,0.3340707,,,,,,
Acinetobacter sp. WCHAc060007,,0.3340707,,,,,,
Pseudomonas sp. Sample_14,,0.3340707,,,,,,
Pseudomonas sp. Sample_21,,0.3340707,,,,,,
Pseudomonas sp. Sample_10,,0.3340707,,,,,0.1281843,
Cellulomonas sp. NEAU-YY56,,0.3340707,,,,,,
Pseudomonas sp. SSM44,,0.3340707,,,,,,
Lautropia dentalis,,0.3340707,,,,,,
Veillonella sp. CHU110,,0.3340707,,,,,,
Alloprevotella sp. OH1205_COT-284,,0.3340707,,,,,,
Pseudomonas sp. 2FE,,0.3340707,,,,,,
Sphingobium fluviale,,0.3340707,,,,,,
Pandoraea anhela,,0.3340707,,,,,,
Acinetobacter sp. WCHAc060025,,0.3340707,,,,,,
Pseudomonas sp. JMN1,,0.3340707,,,,,,
Pseudomonas sp. BGI-2,,0.3340707,,,,,,
Zhaonella formicivorans,,0.3340707,,,,,,
Acinetobacter sp. ANC 3781,,0.3340707,,,,,,
Acinetobacter sp. ANC 4216,,0.3340707,,,,,,
Acinetobacter sp. ANC 4281,,0.3340707,,,,,,
Acinetobacter sp. ANC 4862,,0.3340707,,,,,,
Paraburkholderia guartelaensis,,0.3340707,,,,,,
Enterobacter sp. AD2-3,,0.3340707,,,,,,
Pseudomonas sp. S150,,0.3340707,,,,,,
Pseudomonas sp. RIT623,,0.3340707,,,,,,
Mesorhizobium sp. M8A.F.Ca.ET.173.01.1.1,,0.3340707,,,,,,
Pseudomonas sp. SJZ103,,0.3340707,,,,,,
Streptococcus sp. k-628,,0.3340707,,,,,,
Geobacillus sp. LEMMJ02,,0.3340707,,,,,,
Pseudomonas sp. ANT_J12,,0.3340707,,,,,,
Acinetobacter sp. YH12068,,0.3340707,,,,,,
Acinetobacter sp. YH12098,,0.3340707,,,,,,
Acinetobacter sp. YH12099,,0.3340707,,,,,,
Acinetobacter sp. YH12100,,0.3340707,,,,,,
Acinetobacter sp. YH12120,,0.3340707,,,,,,
Acinetobacter sp. YH12142,,0.3340707,,,,,,
Acinetobacter sp. YH16031,,0.3340707,,,,,,
Serinicoccus sp. P2D13,,0.3340707,,,,,,
Methylobacterium sp. WL69,,0.3340707,,,,,,
Methylobacterium sp. WL9,,0.3340707,,,,,,
Methylobacterium sp. WL6,,0.3340707,,,,,,
Roseburia sp. MUC/MUC-530-WT-4D,,0.3340707,,,,,,
Acinetobacter sp. TUM15064,,0.3340707,,,,,,
Pseudomonas sp. PS24,,0.3340707,,,,,,
Ochrobactrum sp. LMG 5442,,0.3340707,,,,,,
Microvirga thermotolerans,,0.3340707,,,,,,
Pseudomonas sp. JL972,,0.3340707,,,,,,
Pseudomonas sp. 8BK,,0.3340707,,,,,,
Sphingomonas sp. 8AM,,0.3340707,,,,,,
Paramycosphaerella watsoniae,,0.3340707,,,,,,
Pseudomonas sp. R-22-3w-18,,0.3340707,,,,,,
Penicillium sp. S1M29,,0.3340707,0.132151,,,,,
Oceanospirillaceae bacterium xL5,,0.3340707,,,,,,
Pseudomonas sp. FSL R10-0071,,0.3340707,,,,,,
Acinetobacter wanghuae,,0.3340707,,,,,1.2818433,
Reyranella sp. OAS946,,0.3340707,,,,,,
Corynebacterium sp. 2019,,0.3340707,,,,,,
Pseudomonas sp. SLFW,,0.3340707,,,,,,
Pseudomonas sp. BC115LW,,0.3340707,,,,,,
Pseudomonas sp. IzPS43_3003,,0.3340707,,,,,,
Microcoleus sp. FACHB-1515,,0.3340707,,,,,,
Pseudomonas sp. R5(2019),,0.3340707,,,,,,
Acidovorax sp. 210-6,,0.3340707,,,,,,
Streptococcus chosunense,,0.3340707,,,,,,
Pseudomonas brassicae,,0.3340707,,,,,,
Sphingosinithalassobacter sp. zrk23,,0.3340707,,,,,,
Sporosarcina sp. LAM9210,,0.3340707,,,,,,
Pseudomonas sp. WS 5019,,0.3340707,,,,,,
Pseudomonas sp. WS 5086,,0.3340707,,,,,,
Pseudomonas sp. WS 5411,,0.3340707,,,,,,
Pseudomonas sp. WS 5010,,0.3340707,,,,,,
Pseudomonas sp. Marseille-P9899,,0.3340707,,,,,,
Pseudomonas sp. P154a,,0.3340707,,,,,,
Enterovirga sp. DB1703,,0.3340707,,,,,,
Acinetobacter sp. ANC 4277,,0.3340707,,,,,,
Pseudomonas sp. C1C7,,0.3340707,,,,,0.1281843,
Pseudomonas sp. IPO3774,,0.3340707,,,,,,
Pseudomonas sp. FME51,,0.3340707,,,,,,
Altererythrobacter sp. HHU K3-1,,0.3340707,,,,,,
Pseudomonas sp. SWRI107,,0.3340707,,,,,,
Pseudomonas sp. SWRI65,,0.3340707,,,,,,
Acinetobacter sp. SwsAc5,,0.3340707,,,,,,
Corynebacterium haemomassiliense,,0.3340707,,,,,,
Rhodococcus sp. BP22,,0.3340707,,,,,,
Propioniciclava sp. MC1595,,0.3340707,,,,,,
Erythrobacter sp. KMU-140,,0.3340707,,,,,,
Pseudomonas sp. MBT-1,,0.3340707,,,,,,
Corynebacterium sp. zg-331,,0.3340707,,,,,,
Bacteroides sp. NSJ-39,,0.3340707,,,,,,
Ensifer sp. ENS09,,0.3340707,,,,,,
Pseudomonas sp. PDM10,,0.3340707,,,,,,
Pseudomonas sp. PDM04,,0.3340707,,,,,,
Pseudomonas sp. PDM05,,0.3340707,,,,,,
Pseudomonas sp. PDM15,,0.3340707,,,,,,
Microvirga sp. BT688,,0.3340707,,,,,,
Sphingomonas sp. CFBP 13603,,0.3340707,,,,,,
Pseudomonas sp. CFBP 13719,,0.3340707,,,,,,
Brachybacterium sp. Marseille-Q2903,,0.3340707,,,,,,
Nocardioides sp. CBS4Y-1,,0.3340707,,,,,,
Actinomarinicola tropica,,0.3340707,,,,,,
Actinoplanes sp. NEAU-A11,,0.3340707,,,,,,
uncultured Citrobacter sp.,,,0.132151,,,,,
Phialocephala subalpina,,,0.132151,,,,,
Ziziphus jujuba,,,78.1012349,,,,,
Corynebacterium phoceense,,,61.9788142,,,,,
Pasteurella testudinis,,,5.9467945,,,,,
Serratia proteamaculans,,,0.132151,,,,,
Alternaria solani,,,2.6430198,,,,,
Weissella confusa,,,1.1893589,,,,,
Ophiocordyceps camponoti-floridani,,,2.3787178,,,,,
Weissella cibaria,,,0.396453,,,,,
Malassezia globosa,,,0.6607549,,,,0.5127373,
Pantoea sp. AV62,,,1.1893589,,,,,
Furfurilactobacillus rossiae,,,0.528604,,,,,
Corynebacterium sp. HMSC078H07,,,0.9250569,,,,,
Acinetobacter lactucae,,,0.9250569,,,,,
Microlunatus phosphovorus,,,0.7929059,,,,,
Pseudomonadales bacterium 32-42-5,,,0.7929059,,,,0.2563687,
Pseudoclavibacter sp. 8L,,,0.6607549,,,,0.1281843,
Gordonia aichiensis,,,0.528604,,,,,
Motilibacter peucedani,,,0.528604,,,,,
Brevibacterium siliguriense,,,0.528604,,,,,
Acinetobacter sp. NCu2D-2,,,0.264302,,,,,
Chitinophaga sp. MD30,,,0.396453,,,,,
Propionibacterium phage Aquarius,,,0.396453,,,,,
Lactobacillus sp. UMNPBX16,,,0.528604,,,,,
Pangolin coronavirus,,,0.528604,,,,,
Rhizobium leguminosarum,,,0.132151,,,,,
Corynebacterium renale,,,0.396453,,,,0.1281843,
Roseomonas gilardii,,,0.396453,,,,0.2563687,
Propionibacterium virus PHL070N00,,,0.396453,,,,,
Wolbachia endosymbiont of Cardiocondyla obscurior,,,0.396453,,,,,
Brevundimonas diminuta,,,0.264302,,,,,
Mobiluncus mulieris,,,0.264302,,,,,
[Eubacterium] rectale,,,0.132151,,,,,
Ewingella americana,,,0.264302,,,,,
Citrobacter werkmanii,,,0.264302,,,,,
Streptococcus australis,,,0.264302,,,,,
Pyricularia grisea,,,0.264302,,,,,
Mesorhizobium septentrionale,,,0.264302,,,,,
Dermacoccus barathri,,,0.264302,,,,,
Stenotrophomonas sp. LMG 10851,,,0.264302,,,,,
Microlunatus soli,,,0.264302,,,,,
Orientia chuto,,,0.264302,,,,,
Bacillus xiamenensis,,,0.132151,,,,,
Propionibacterium sp. KPL1838,,,0.264302,,,,,
Verticiella sediminum,,,0.264302,,,,,
Talaromyces atroroseus,,,0.264302,,,,,
Halopolyspora algeriensis,,,0.264302,,,,,
Corynebacterium sp. HMSC06D04,,,0.264302,,,,,
Lecanora saxigena,,,0.132151,,,,,
Bat coronavirus ANK036F,,,0.264302,,,,,
Staphylococcus sp. HMSC072H03,,,0.264302,,,,,
Epichloe sp.,,,0.264302,,,,,
Paracoccus aeridis,,,0.264302,,,,,
Corynebacterium sp. BCW_4722,,,0.264302,,,,0.1281843,
Propionibacterium virus PHL060L00,,,0.264302,,,,,
Propionibacterium virus PHL112N00,,,0.264302,,,,0.1281843,
Alphaproteobacteria bacterium MarineAlpha3_Bin1,,,0.264302,,,,0.1281843,
Episcaphula sp. CSR101,,,0.264302,,,,,
Pseudomonas sp. GW456-E7,,,0.264302,,,,,
Propionibacterium phage pa29399-1-D_1,,,0.264302,,,,,
Propionibacterium phage pa33,,,0.264302,,,,,
Propionibacterium phage pa6919-4,,,0.132151,,,,,
Nitriliruptor sp.,,,0.264302,,,,,
Tessaracoccus antarcticus,,,0.264302,,,,,
Stenotrophomonas sp. 278,,,0.264302,,,,,
Gluconobacter oxydans,,,0.132151,,,,,
Xenorhabdus nematophila,,,0.132151,,,,,
Chitinophaga sancti,,,0.132151,,,,,
Thiothrix sp.,,,0.132151,,,,,
Chlorobaculum tepidum,,,0.132151,,,,,
Weissella viridescens,,,0.132151,,,,,
Actinobaculum suis,,,0.132151,,,,,
Bifidobacterium dentium,,,0.132151,,,,,
Mycolicibacterium fortuitum,,,0.132151,,,,,
Mycobacterium kansasii,,,0.132151,,,,,
Mycobacterium marinum,,,0.132151,,,,,
Mycobacterium xenopi,,,0.132151,,,,0.384553,
Mycolicibacterium thermoresistibile,,,0.132151,,,,,
Chlamydomonas reinhardtii,,,0.132151,,,,,
Aspergillus wentii,,,0.132151,,,,,
Leishmania major,,,0.132151,,,,,
Capnocytophaga cynodegmi,,,0.132151,,,,,
Schaalia hyovaginalis,,,0.132151,,,,,
Burkholderia sp.,,,0.132151,,,,,
Paenibacillus validus,,,0.132151,,,,,
Bipolaris sorokiniana,,,0.132151,,,,,
Micromonospora purpureochromogenes,,,0.132151,,,,,
Vanilla planifolia,,,0.132151,,,,,
Cladia aggregata,,,0.132151,,,,,
Nocardia crassostreae,,,0.132151,,,,,
Malassezia furfur,,,0.132151,,,,,
Erwinia rhapontici,,,0.132151,,,,,
Glaciecola punicea,,,0.132151,,,,,
Penicillium nalgiovense,,,0.132151,,,,,
Streptomyces iakyrus,,,0.132151,,,,,
Thiocapsa rosea,,,0.132151,,,,0.1281843,
Enterococcus raffinosus,,,0.132151,,,,,
Aspergillus sydowii,,,0.132151,,,,0.1281843,
Podila verticillata,,,0.132151,,,,,
Streptomyces ederensis,,,0.132151,,,,,
Eurya emarginata,,,0.132151,,,,,
Coniochaeta hoffmannii,,,0.132151,,,,,
Paraburkholderia tropica,,,0.132151,,,,,
Madurella mycetomatis,,,0.132151,,,,,
Streptomyces ipomoeae,,,0.132151,,,,,
Natrialba aegyptia,,,0.132151,,,,,
Frankliniella occidentalis,,,0.132151,,,,,
Botrytis byssoidea,,,0.132151,,,,,
Kozakia baliensis,,,0.132151,,,,,
Alternaria arborescens,,,0.132151,,,,0.2563687,
Tirmania nivea,,,0.132151,,,,0.2563687,
Actinidia rufa,,,0.132151,,,,,
Gordonia paraffinivorans,,,0.132151,,,,,
Pectobacterium brasiliense,,,0.132151,,,,,
Brevibacterium luteolum,,,0.132151,,,,,
Tholurna dissimilis,,,0.132151,,,,,
Vibrio tasmaniensis,,,0.132151,,,,,
Comamonas kerstersii,,,0.132151,,,,,
Corynebacterium ciconiae,,,0.132151,,,,0.6409216,
Enterococcus hermanniensis,,,0.132151,,,,,
Myceligenerans xiligouense,,,0.132151,,,,,
Malassezia yamatoensis,,,0.132151,,,,,
Gluconobacter thailandicus,,,0.132151,,,,,
Halomonas taeanensis,,,0.132151,,,,,
Psychrobacter aquimaris,,,0.132151,,,,,
Streptomyces spiramyceticus,,,0.132151,,,,,
Myxobacter sp. HK1,,,0.132151,,,,,
Arthrobotrys entomopaga,,,0.132151,,,,,
Psychrobacter cryohalolentis,,,0.132151,,,,,
Mycolicibacter kumamotonensis,,,0.132151,,,,,
Smaragdicoccus niigatensis,,,0.132151,,,,,
Corynebacterium hansenii,,,0.132151,,,,,
Nocardioides terrigena,,,0.132151,,,,,
Pelomonas puraquae,,,0.132151,,,,,
Franconibacter pulveris,,,0.132151,,,,,
Fibularhizoctonia sp. CBS 109695,,,0.132151,,,,0.1281843,
Halomonas xianhensis,,,0.132151,,,,,
Propionibacterium sp. 5_U_42AFAA,,,0.132151,,,,0.1281843,
Brevibacterium ravenspurgense,,,0.132151,,,,0.1281843,
Acetobacter ascendens,,,0.132151,,,,,
Bradyrhizobium genosp. SA-3,,,0.132151,,,,,
Prauserella marina,,,0.132151,,,,,
Propionibacterium acidifaciens,,,0.132151,,,,,
Kazachstania naganishii,,,0.132151,,,,,
Streptomyces sp. AA4,,,0.132151,,,,,
Lachnospiraceae bacterium 5_1_63FAA,,,0.132151,,,,,
Arthrobacter livingstonensis,,,0.132151,,,,,
Auraticoccus monumenti,,,0.132151,,,,,
Colletotrichum asianum,,,0.132151,,,,,
Trichodelitschia bisporula,,,0.132151,,,,,
Rahnella sp. Y9602,,,0.132151,,,,,
Fusarium cf. incarnatum DFH-2010,,,0.132151,,,,,
Propionibacterium sp. 434-HC2,,,0.132151,,,,,
Arthrobacter cupressi,,,0.132151,,,,,
Pseudomassariella vexata,,,0.132151,,,,,
uncultured Solirubrobacteraceae bacterium,,,0.132151,,,,,
Achromobacter sp. A80,,,0.132151,,,,,
Paenibacillus swuensis,,,0.132151,,,,,
Propionibacterium sp. HGH0353,,,0.132151,,,,,
Propionibacterium sp. KPL1854,,,0.132151,,,,0.1281843,
Propionibacterium sp. KPL2005,,,0.132151,,,,,
Fusarium sarcochroum,,,0.132151,,,,,
Acinetobacter apis,,,0.132151,,,,,
Acidovorax sp. JHL-3,,,0.132151,,,,,
Paracoccus siganidrum,,,0.132151,,,,,
Janibacter cremeus,,,0.132151,,,,,
Enterobacter sp. EGD-HP1,,,0.132151,,,,,
Candidatus Tachikawaea gelatinosa,,,0.132151,,,,,
Paraphaeosphaeria sporulosa,,,0.132151,,,,,
Propionibacterium phage PHL082M00,,,0.132151,,,,,
Propionibacterium phage PHL082M02,,,0.132151,,,,,
Propionibacterium phage PHL150M00,,,0.132151,,,,,
Sphingomonas sp. HMP6,,,0.132151,,,,,
Streptomyces pini,,,0.132151,,,,,
Pithomyces chartarum,,,0.132151,,,,,
Bacillus sp. FJAT-22058,,,0.132151,,,,,
Bergeyella cardium,,,0.132151,,,,,
Clostridium sp. FS41,,,0.132151,,,,,
Streptomyces kronopolitis,,,0.132151,,,,,
Nocardia camponoti,,,0.132151,,,,,
Janthinobacterium sp. 1_2014MBL_MicDiv,,,0.132151,,,,,
Propionibacterium phage Moyashi,,,0.132151,,,,0.2563687,
Enterobacter sp. BIDMC100,,,0.132151,,,,,
Corynebacterium sp. HMSC035E02,,,0.132151,,,,,
Pseudorhodoferax sp. Leaf265,,,0.132151,,,,,
Pelomonas sp. Root1217,,,0.132151,,,,,
Propionibacterium sp. HMSC075A12,,,0.132151,,,,,
Corynebacterium sp. HMSC076D02,,,0.132151,,,,,
Bradyrhizobium macuxiense,,,0.132151,,,,,
Acinetobacter proteolyticus,,,0.132151,,,,,
Paracoccus acridae,,,0.132151,,,,,
Rahnella sp. ERMR1:05,,,0.132151,,,,,
Bacteroidetes bacterium ADurb.BinA012,,,0.132151,,,,,
Pyricularia graminis-tritici,,,0.132151,,,,,
Cercospora cf. flagellaris,,,0.132151,,,,,
Microcyclosporella sp. CBS 118969,,,0.132151,,,,,
Laccaria sp.,,,0.132151,,,,,
Corynebacterium sp. NML130628,,,0.132151,,,,,
Ideonella sp. A 288,,,0.132151,,,,,
Paenibacillus sp. VT-16-81,,,0.132151,,,,0.1281843,
Microbacterium sp. 14-71-5,,,0.132151,,,,,
Propionibacterium sp.,,,0.132151,,,,,
Propionibacterium virus MrAK,,,0.132151,,,,0.1281843,
Propionibacterium virus Pacnes201215,,,0.132151,,,,,
Propionibacterium virus PHL117M01,,,0.132151,,,,0.1281843,
Propionibacterium virus PHL141N00,,,0.132151,,,,,
Propionibacterium virus PHL179M00,,,0.132151,,,,0.1281843,
Propionibacterium virus Solid,,,0.132151,,,,,
Propionibacterium virus Wizzo,,,0.132151,,,,0.1281843,
Escherichia sp. ESNIH1,,,0.132151,,,,,
Propionibacteriaceae bacterium NML 061049,,,0.132151,,,,,
Propionibacteriaceae bacterium NML 140250,,,0.132151,,,,,
Propionibacteriaceae bacterium NML 160184,,,0.132151,,,,,
Eupasiphae gilesii,,,0.132151,,,,,
Pseudoalteromonas sp. HM-SA03,,,0.132151,,,,,
Ustilago kummeri,,,0.132151,,,,,
Ophiocordyceps camponoti-saundersi (nom. inval.),,,0.132151,,,,,
Parmotrema stuppeum,,,0.132151,,,,,
Propionibacterium phage Supernova,,,0.132151,,,,0.1281843,
Pseudomonas sp. GW531-E2,,,0.132151,,,,,
Aspergillus sclerotialis,,,0.132151,,,,,
Pseudomonas sp. GW456-12-10-14-LB3,,,0.132151,,,,,
Propionibacterium phage pa310,,,0.132151,,,,,
Propionibacterium phage pa35,,,0.132151,,,,,
Propionibacterium phage pa63,,,0.132151,,,,,
Cellvibrio sp. YR554,,,0.132151,,,,,
Megasphaera stantonii,,,0.132151,,,,,
Salix brachista,,,0.132151,,,,,
Lecanora markjohnstonii,,,0.132151,,,,,
Runella sp. HYN0085,,,0.132151,,,,,
Sporosarcina sp. BI001-red,,,0.132151,,,,,
SAR92 clade bacterium,,,0.132151,,,,,
Butyricicoccus sp. 1XD8-22,,,0.132151,,,,,
Cyanodermella banksiae,,,0.132151,,,,,
Russula candidissima,,,0.132151,,,,,
Micromonospora sp. Llam0,,,0.132151,,,,,
Corynebacterium suranareeae,,,0.132151,,,,,
Acinetobacter sp. ANC 4249,,,0.132151,,,,,
Ornithinimicrobium sp. DSM 17687,,,0.132151,,,,,
Pseudactinotalea sp. HY160,,,0.132151,,,,,
Roseimaritima sp. JC651,,,0.132151,,,,,
Cutibacterium phage P106I,,,0.132151,,,,,
Cutibacterium phage P107A,,,0.132151,,,,,
Propioniciclava sp. HDW11,,,0.132151,,,,,
Pantoea sp. B9002,,,0.132151,,,,,
Cutibacterium phage FD1,,,0.132151,,,,,
Cutibacterium phage FD2,,,0.132151,,,,0.1281843,
uncultured gamma proteobacterium EB750_07C09,,,,,,,515.6855482,
Sodalis glossinidius,,,,,,,0.1281843,
Pseudoalteromonas sp. A601,,,,,,,11.1520365,
Pectobacterium carotovorum,,,,,,,0.1281843,
Edwardsiella ictaluri,,,,,,,1.9227649,
Sodalis endosymbiont of Henestaris halophilus,,,,,,,0.1281843,
Mycobacterium sp. THAF192,,,,,,,0.1281843,
Pantoea sp. PSNIH1,,,,,,,0.1281843,
Mycolicibacterium poriferae,,,,,,,0.384553,
Erwinia persicina,,,,,,,0.6409216,
Staphylococcus devriesei,,,,,,,0.6409216,
Candidatus Komeilibacteria bacterium CG10_big_fil_rev_8_21_14_0_10_36_65,,,,,,,0.6409216,
Leptospira borgpetersenii,,,,,,,0.5127373,
Pseudoalteromonas piscicida,,,,,,,0.5127373,
Proteus hauseri,,,,,,,0.5127373,
uncultured Kluyvera sp.,,,,,,,0.5127373,
Alcanivorax sp.,,,,,,,0.1281843,
Pseudomonas sp. BML-PP028,,,,,,,0.5127373,
Lactobacillus acidophilus,,,,,,,0.384553,
Mycolicibacterium peregrinum,,,,,,,0.384553,
Frankia sp. ACN1ag,,,,,,,0.384553,
Morganella psychrotolerans,,,,,,,0.384553,
Pseudomonas punonensis,,,,,,,0.384553,
Nesterenkonia alkaliphila,,,,,,,0.384553,
Propionibacterium phage Enoki,,,,,,,0.1281843,
Hymenobacter sp.,,,,,,,0.384553,
Propionibacterium virus PHL041M10,,,,,,,0.384553,
Enterobacter sp. RVSM5a,,,,,,,0.384553,
Brevibacterium sp. 'Marine',,,,,,,0.2563687,
Francisella tularensis,,,,,,,0.2563687,
Puccinia coronata,,,,,,,0.2563687,
Cobetia marina,,,,,,,0.2563687,
Streptosporangium pseudovulgare,,,,,,,0.2563687,
Populus alba,,,,,,,0.2563687,
Erysiphe necator,,,,,,,0.2563687,
Staphylococcus delphini,,,,,,,0.2563687,
Lelliottia nimipressuralis,,,,,,,0.2563687,
Pseudarthrobacter sulfonivorans,,,,,,,0.2563687,
Agrococcus baldri,,,,,,,0.2563687,
Varibaculum cambriense,,,,,,,0.2563687,
Kocuria marina,,,,,,,0.2563687,
marine gamma proteobacterium HTCC2148,,,,,,,0.2563687,
Corynebacterium resistens,,,,,,,0.1281843,
Streptomyces sp. SPB074,,,,,,,0.2563687,
Citricoccus zhacaiensis,,,,,,,0.2563687,
Paraoerskovia marina,,,,,,,0.2563687,
Paralcaligenes ureilyticus,,,,,,,0.2563687,
Mycobacterium sp. AQ1M04,,,,,,,0.2563687,
Jeotgalicoccus sp. ATCC 8456,,,,,,,0.1281843,
Propionibacterium phage PHL067M10,,,,,,,0.2563687,
Ilyonectria capensis,,,,,,,0.2563687,
Pseudomonas sp. NFACC15-1,,,,,,,0.2563687,
Acinetobacter sp. CFCC 11171,,,,,,,0.2563687,
Microbacterium sp. 4-7,,,,,,,0.2563687,
Polynucleobacter sp. 35-46-207,,,,,,,0.2563687,
Propionibacterium virus P1001,,,,,,,0.2563687,
Propionibacterium virus P100A,,,,,,,0.2563687,
Propionibacterium virus P100D,,,,,,,0.2563687,
Propionibacterium virus P104A,,,,,,,0.2563687,
Propionibacterium phage pa28,,,,,,,0.1281843,
Flavobacterium crocinum,,,,,,,0.2563687,
Vallicoccus soli,,,,,,,0.2563687,
Pseudomonas sp. 460,,,,,,,0.2563687,
Acinetobacter sp. ANC 4910,,,,,,,0.2563687,
Pantoea sp. Ap-967,,,,,,,0.2563687,
Pseudomonas sp. ABC1,,,,,,,0.2563687,
Myxococcus xanthus,,,,,,,0.1281843,
Brachyspira hyodysenteriae,,,,,,,0.1281843,
Campylobacter sputorum,,,,,,,0.1281843,
Helicobacter fennelliae,,,,,,,0.1281843,
Rodentibacter pneumotropicus,,,,,,,0.1281843,
Microcystis aeruginosa,,,,,,,0.1281843,
Blautia coccoides,,,,,,,0.1281843,
Mycolicibacterium flavescens,,,,,,,0.1281843,
Sporolactobacillus inulinus,,,,,,,0.1281843,
Ceratocystis fimbriata,,,,,,,0.1281843,
Brachionus plicatilis,,,,,,,0.1281843,
Heterobasidion annosum,,,,,,,0.1281843,
Talaromyces islandicus,,,,,,,0.1281843,
Bartonella vinsonii,,,,,,,0.1281843,
Gordonia amarae,,,,,,,0.1281843,
Athalia rosae,,,,,,,0.1281843,
Plasmodiophora brassicae,,,,,,,0.1281843,
Cellvibrio mixtus,,,,,,,0.1281843,
Aspergillus candidus,,,,,,,0.1281843,
Dreissena polymorpha,,,,,,,0.1281843,
Parabacteroides merdae,,,,,,,0.1281843,
Treponema socranskii,,,,,,,0.1281843,
Actinomadura viridis,,,,,,,0.1281843,
Dickeya paradisiaca,,,,,,,0.1281843,
Microbacterium trichothecenolyticum,,,,,,,0.1281843,
Candidatus Phytoplasma solani,,,,,,,0.1281843,
Coprinellus disseminatus,,,,,,,0.1281843,
Thielaviopsis punctulata,,,,,,,0.1281843,
Ophiocordyceps sinensis,,,,,,,0.1281843,
Micropruina glycogenica,,,,,,,0.1281843,
Acrocarpospora pleiomorpha,,,,,,,0.1281843,
Metarhizium acridum,,,,,,,0.1281843,
Fervidobacterium pennivorans,,,,,,,0.1281843,
Nonomuraea gerenzanensis,,,,,,,0.1281843,
Quercus lobata,,,,,,,0.1281843,
Catenibacterium mitsuokai,,,,,,,0.1281843,
Bradyrhizobium sp. ORS 285,,,,,,,0.1281843,
Smittium culicis,,,,,,,0.1281843,
Pterocomma populeum,,,,,,,0.1281843,
Candidatus Hamiltonella defensa,,,,,,,0.1281843,
Vibrio agarivorans,,,,,,,0.1281843,
Bacillus toyonensis,,,,,,,0.1281843,
Jeotgalicoccus halotolerans,,,,,,,0.1281843,
Folsomia candida,,,,,,,0.1281843,
Laribacter hongkongensis,,,,,,,0.1281843,
Paraburkholderia hospita,,,,,,,0.1281843,
Coniochaeta pulveracea,,,,,,,0.1281843,
Alicycliphilus denitrificans,,,,,,,0.1281843,
Corynebacterium spheniscorum,,,,,,,0.1281843,
Neptuniibacter caesariensis,,,,,,,0.1281843,
Cadophora luteo-olivacea,,,,,,,0.1281843,
Phanerochaete carnosa,,,,,,,0.1281843,
Brevibacterium antiquum,,,,,,,0.1281843,
Mycobacterium parascrofulaceum,,,,,,,0.1281843,
Candidatus Paracaedibacter symbiosus,,,,,,,0.1281843,
Cuscuta australis,,,,,,,0.1281843,
Trichinella zimbabwensis,,,,,,,0.1281843,
Microbacterium oleivorans,,,,,,,0.1281843,
Mycolicibacterium aubagnense,,,,,,,0.1281843,
Massilia lutea,,,,,,,0.1281843,
Moelleriella libera,,,,,,,0.1281843,
Tetrasphaera jenkinsii,,,,,,,0.1281843,
Mycetocola reblochoni,,,,,,,0.1281843,
Burkholderia sp. mpa3.2,,,,,,,0.1281843,
